STATE_UT,DISTRICT,YEAR,LATITUDE,LONGITUDE,TOTAL_IPC_CRIMES,VIOLENT_CRIMES,PROPERTY_CRIMES,WOMEN_CRIMES,ECONOMIC_CRIMES,OTHER_CRIMES,VIOLENT_CRIME_RATIO,PROPERTY_CRIME_RATIO,WOMEN_CRIME_RATIO,ECONOMIC_CRIME_RATIO,DISTRICT_RISK_SCORE,STATE_RISK_SCORE,HIGH_SEVERITY_FLAG,LOCATION_CLUSTER
Manipur,Bishnupur,2001,24.4637,93.7063,226,87,28,3,10,98,0.385,0.1239,0.0133,0.0442,296.64,321.73,1,4
Manipur,Chandel,2001,24.8937,94.1363,74,49,4,0,2,19,0.6622,0.0541,0.0,0.027,73.86,321.73,1,4
Manipur,Churachandpur,2001,24.7837,94.0263,132,59,28,2,6,37,0.447,0.2121,0.0152,0.0455,128.93,321.73,1,4
Manipur,Imphal(East),2001,28.6333,77.2833,337,113,68,17,24,115,0.3353,0.2018,0.0504,0.0712,435.2,321.73,1,10
Manipur,Imphal(West),2001,28.65,77.1,1084,262,280,34,52,456,0.2417,0.2583,0.0314,0.048,1029.2,321.73,0,10
Manipur,Senapati,2001,24.4637,93.7063,176,51,20,0,3,102,0.2898,0.1136,0.0,0.017,140.29,321.73,1,4
Manipur,Tamenglong,2001,24.4787,93.7213,17,5,9,0,3,0,0.2941,0.5294,0.0,0.1765,48.79,321.73,1,4
Manipur,Thoubal,2001,24.4487,93.6913,403,187,48,9,30,129,0.464,0.1191,0.0223,0.0744,528.14,321.73,1,4
Manipur,Ukhrul,2001,24.7087,93.9513,43,14,24,1,0,4,0.3256,0.5581,0.0233,0.0,65.93,321.73,1,4
Meghalaya,Garo Hills East,2001,28.6333,77.2833,134,68,39,6,2,19,0.5075,0.291,0.0448,0.0149,154.64,312.32,1,10
Meghalaya,Garo Hills South,2001,28.5333,77.2,49,22,18,3,0,6,0.449,0.3673,0.0612,0.0,81.36,312.32,1,10
Meghalaya,Garo Hills West,2001,28.65,77.1,235,87,94,18,7,29,0.3702,0.4,0.0766,0.0298,378.71,312.32,1,10
Meghalaya,Jaintia Hills,2001,25.487,91.3862,214,95,68,17,4,30,0.4439,0.3178,0.0794,0.0187,320.58,312.32,1,4
Meghalaya,Khasi Hills East,2001,28.6333,77.2833,754,244,393,21,37,59,0.3236,0.5212,0.0279,0.0491,939.5,312.32,1,10
Meghalaya,Khasi Hills West,2001,28.65,77.1,125,56,46,10,1,12,0.448,0.368,0.08,0.008,173.93,312.32,1,10
